558340	DSName	XSec	FiltEff	kFactor
802308	Py8EG_EmergingJ_ModelA_1600_150_4jetFilter	0.00032353	0.9504981	1
802309	Py8EG_EmergingJ_ModelA_1600_300_4jetFilter	0.0003235	0.950489	1
802310	Py8EG_EmergingJ_ModelA_1600_500_4jetFilter	0.00032366	0.9504077	1
802311	Py8EG_EmergingJ_ModelA_1600_1000_4jetFilter	0.00032372	0.9503445	1
802312	Py8EG_EmergingJ_ModelA_1800_1_4jetFilter	0.00010155	0.9609102	1
802313	Py8EG_EmergingJ_ModelA_1800_2_4jetFilter	0.00010157	0.9610949	1
802314	Py8EG_EmergingJ_ModelA_1800_5_4jetFilter	0.00010159	0.9610856	1
802315	Py8EG_EmergingJ_ModelA_1800_20_4jetFilter	0.00010155	0.9611134	1
802316	Py8EG_EmergingJ_ModelA_1800_75_4jetFilter	0.00010155	0.960864	1
802317	Py8EG_EmergingJ_ModelA_1800_150_4jetFilter	0.00010159	0.9610579	1
802318	Py8EG_EmergingJ_ModelA_1800_300_4jetFilter	0.00010159	0.9608548	1
802319	Py8EG_EmergingJ_ModelA_1800_500_4jetFilter	0.00010155	0.9611134	1
802320	Py8EG_EmergingJ_ModelA_1800_1000_4jetFilter	0.00010151	0.9607163	1
802321	Py8EG_EmergingJ_ModelA_2000_1_4jetFilter	3.28E-05	0.9661929	1
802322	Py8EG_EmergingJ_ModelA_2000_2_4jetFilter	3.28E-05	0.9662583	1
802323	Py8EG_EmergingJ_ModelA_2000_5_4jetFilter	3.28E-05	0.9663423	1
802324	Py8EG_EmergingJ_ModelA_2000_20_4jetFilter	3.28E-05	0.9663143	1
802325	Py8EG_EmergingJ_ModelA_2000_75_4jetFilter	3.28E-05	0.9663516	1
802326	Py8EG_EmergingJ_ModelA_2000_150_4jetFilter	3.28E-05	0.9662303	1
802327	Py8EG_EmergingJ_ModelA_2000_300_4jetFilter	3.28E-05	0.966333	1
802328	Py8EG_EmergingJ_ModelA_2000_500_4jetFilter	3.28E-05	0.9661836	1
802329	Py8EG_EmergingJ_ModelA_2000_1000_4jetFilter	3.28E-05	0.9663049	1
802330	Py8EG_EmergingJ_ModelA_2200_1_4jetFilter	1.09E-05	0.9711189	1
802331	Py8EG_EmergingJ_ModelA_2200_2_4jetFilter	1.09E-05	0.9710623	1
802332	Py8EG_EmergingJ_ModelA_2200_5_4jetFilter	1.09E-05	0.9709021	1
802333	Py8EG_EmergingJ_ModelA_2200_20_4jetFilter	1.08E-05	0.9705817	1
802334	Py8EG_EmergingJ_ModelA_2200_75_4jetFilter	1.09E-05	0.9707136	1
802335	Py8EG_EmergingJ_ModelA_2200_150_4jetFilter	1.09E-05	0.9708644	1
802336	Py8EG_EmergingJ_ModelA_2200_300_4jetFilter	1.09E-05	0.9709775	1
802337	Py8EG_EmergingJ_ModelA_2200_500_4jetFilter	1.09E-05	0.9707701	1
802338	Py8EG_EmergingJ_ModelA_2200_1000_4jetFilter	1.09E-05	0.9710435	1
802339	Py8EG_EmergingJ_ModelD_1400_1_4jetFilter	0.0010785	0.9696406	1
802340	Py8EG_EmergingJ_ModelD_1400_500_4jetFilter	0.0010787	0.9695935	1
802341	Py8EG_EmergingJ_ModelD_1400_1000_4jetFilter	0.0010788	0.9696782	1
802342	Py8EG_EmergingJ_ModelC_1400_1_4jetFilter	0.0010782	0.941726	1
802343	Py8EG_EmergingJ_ModelC_1400_500_4jetFilter	0.001079	0.9419389	1
802344	Py8EG_EmergingJ_ModelC_1400_1000_4jetFilter	0.0010786	0.9417171	1
802345	Py8EG_EmergingJ_ModelA_1400_1_4jetFilter	0.0010787	0.9363471	1
802346	Py8EG_EmergingJ_ModelA_1400_500_4jetFilter	0.001079	0.9360316	1
802347	Py8EG_EmergingJ_ModelA_1400_1000_4jetFilter	0.001079	0.9361543	1
802348	Py8EG_EmergingJ_ModelD_1000_20_4jetFilter	0.01523	0.9090165	1
802349	Py8EG_EmergingJ_ModelD_1000_500_4jetFilter	0.01523	0.9090165	1
802350	Py8EG_EmergingJ_ModelD_1000_1000_4jetFilter	0.015223	0.9090496	1
802351	Py8EG_EmergingJ_ModelC_1000_20_4jetFilter	0.015188	0.8662659	1
802352	Py8EG_EmergingJ_ModelC_1000_500_4jetFilter	0.015193	0.8666488	1
802353	Py8EG_EmergingJ_ModelC_1000_1000_4jetFilter	0.015208	0.8650893	1
802354	Py8EG_EmergingJ_ModelA_1000_20_4jetFilter	0.015193	0.8687091	1
802355	Py8EG_EmergingJ_ModelA_1000_500_4jetFilter	0.01518	0.8668704	1
802356	Py8EG_EmergingJ_ModelA_1000_1000_4jetFilter	0.01518	0.8668704	1
802402	Py8EG_SVJLschan_rinv3_750	0.00042958	1	1
802403	Py8EG_SVJLschan_rinv7_750	0.00042665	1	1
802404	Py8EG_SVJLschan_rinv3_1500	1.11E-05	1	1
802405	Py8EG_SVJLschan_rinv5_1500	1.11E-05	1	1
802406	Py8EG_SVJLschan_rinv7_1500	1.11E-05	1	1
802407	Py8EG_SVJLschan_rinv3_3000	1.18E-07	1	1
802408	Py8EG_SVJLschan_rinv7_3000	1.17E-07	1	1
802409	Py8EG_SVJLschan_rinv3_4500	3.23E-09	1	1
802410	Py8EG_SVJLschan_rinv7_4500	3.24E-09	1	1
558340	MGPy8EG_U1_Pair_min_bL33_1p0_gU_0p5_M1000	0.036928	1	1
558341	MGPy8EG_U1_Pair_min_bL33_1p0_gU_1p0_M1000	0.037008	1	1
558342	MGPy8EG_U1_Pair_min_bL33_1p0_gU_1p5_M1000	0.037451	1	1
558343	MGPy8EG_U1_Pair_min_bL33_1p0_gU_2p0_M2000	6.99E-05	1	1
558344	MGPy8EG_U1_Pair_min_bL33_1p0_gU_1p5_M2000	6.86E-05	1	1
558345	MGPy8EG_U1_Pair_min_bL33_1p0_gU_1p0_M2000	6.81E-05	1	1
558346	MGPy8EG_U1_Pair_min_bL33_1p0_gU_0p5_M2000	6.80E-05	1	1
558347	MGPy8EG_U1_Pair_min_bL33_1p0_gU_0p5_M3000	4.08E-07	1	1
558348	MGPy8EG_U1_Pair_min_bL33_1p0_gU_1p0_M3000	4.09E-07	1	1
558349	MGPy8EG_U1_Pair_min_bL33_1p0_gU_1p5_M3000	4.09E-07	1	1
558350	MGPy8EG_U1_Pair_min_bL33_1p0_gU_2p0_M3000	4.09E-07	1	1
558351	MGPy8EG_U1_Pair_min_bR33_1p0_gU_1p0_M2000	6.81E-05	1	1
558352	MGPy8EG_U1_Pair_min_bL33_1p0_gU_2p0_M1000	0.038707	1	1
604030	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_0p1_100SL600	0.0054718	0.04497196	1
604031	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_0p1_600SL14000	0.00025329	0.3351961	1
604032	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_0p3_100SL600	0.050816	0.06629078	1
604033	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_0p3_600SL14000	0.0030359	0.3778861	1
604034	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_0p5_100SL600	0.14595	0.06790968	1
604035	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_0p5_600SL14000	0.014637	0.4935775	1
604036	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_1p0_100SL600	0.68163	0.06974816	1
604037	PhH7EG_NLO_LQ_S43_DYSP_lam11_1000_1p0_600SL14000	0.10541	0.3676411	1
604038	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_0p1_100SL600	0.002404	0.03292952	1
604039	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_0p1_600SL14000	0.00013086	0.2883444	1
604040	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_0p3_100SL600	0.021961	0.03723508	1
604041	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_0p3_600SL14000	0.0013332	0.3007091	1
604042	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_0p5_100SL600	0.062014	0.03760169	1
604043	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_0p5_600SL14000	0.004637	0.3016467	1
604044	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_1p0_100SL600	0.26806	0.04048057	1
604045	PhH7EG_NLO_LQ_S43_DYSP_lam11_1500_1p0_600SL14000	0.03431	0.2788082	1
604046	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_0p1_100SL600	0.0013587	0.03184809	1
604047	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_0p1_600SL14000	7.05E-05	0.2121073	1
604048	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_0p3_100SL600	0.012298	0.03219481	1
604049	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_0p3_600SL14000	0.00073619	0.2495046	1
604050	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_0p5_100SL600	0.034535	0.0330819	1
604051	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_0p5_600SL14000	0.0023753	0.2575474	1
604052	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_1p0_100SL600	0.14463	0.03472817	1
604053	PhH7EG_NLO_LQ_S43_DYSP_lam11_2000_1p0_600SL14000	0.015451	0.238579	1
604054	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_0p1_100SL600	0.00087287	0.03164954	1
604055	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_0p1_600SL14000	4.66E-05	0.2022374	1
604056	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_0p3_100SL600	0.0078843	0.03181527	1
604057	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_0p3_600SL14000	0.00045047	0.2098667	1
604058	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_0p5_100SL600	0.022016	0.03234839	1
604059	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_0p5_600SL14000	0.0014062	0.2145923	1
604060	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_1p0_100SL600	0.090696	0.03336414	1
604061	PhH7EG_NLO_LQ_S43_DYSP_lam11_2500_1p0_600SL14000	0.0085107	0.2237297	1
604062	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_0p1_100SL600	0.00060632	0.03162917	1
604063	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_0p1_600SL14000	3.31E-05	0.1971621	1
604064	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_0p3_100SL600	0.0054723	0.03181096	1
604065	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_0p3_600SL14000	0.00031322	0.2036229	1
604066	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_0p5_100SL600	0.015286	0.03191201	1
604067	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_0p5_600SL14000	0.00095199	0.2078753	1
604068	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_1p0_100SL600	0.062339	0.03265862	1
604069	PhH7EG_NLO_LQ_S43_DYSP_lam11_3000_1p0_600SL14000	0.0052958	0.2150874	1
604070	PhH7EG_NLO_LQ_S43_DYSP_lam11_4000_0p5_100SL600	0.0085731	0.03179898	1
604071	PhH7EG_NLO_LQ_S43_DYSP_lam11_4000_0p5_600SL14000	0.0005196	0.203189	1
604072	PhH7EG_NLO_LQ_S43_DYSP_lam11_4000_1p0_100SL600	0.034654	0.03247134	1
604073	PhH7EG_NLO_LQ_S43_DYSP_lam11_4000_1p0_600SL14000	0.002596	0.2083075	1
604074	PhH7EG_NLO_LQ_S43_DYSP_lam11_5000_0p5_100SL600	0.0054804	0.0315971	1
604075	PhH7EG_NLO_LQ_S43_DYSP_lam11_5000_0p5_600SL14000	0.00032827	0.2010457	1
604076	PhH7EG_NLO_LQ_S43_DYSP_lam11_5000_1p0_100SL600	0.022083	0.03185879	1
604077	PhH7EG_NLO_LQ_S43_DYSP_lam11_5000_1p0_600SL14000	0.0015338	0.2074495	1
604078	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_0p5_100SL600	0.044762	0.05372742	1
604079	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_0p5_600SL14000	0.0026291	0.6441374	1
604080	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_1p5_100SL600	0.5454	0.05568251	1
604081	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_1p5_600SL14000	0.051723	0.3370192	1
604082	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_2p5_100SL600	2.2858	0.05785323	1
604083	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_2p5_600SL14000	0.32065	0.2548936	1
604084	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_3p5_100SL600	6.5396	0.05903101	1
604085	PhH7EG_NLO_LQ_S43_DYSP_lam22_1000_3p5_600SL14000	1.1297	0.2231303	1
604086	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_0p5_100SL600	0.019181	0.02991201	1
604087	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_0p5_600SL14000	0.00056759	0.3188711	1
604088	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_1p5_100SL600	0.20162	0.03489147	1
604089	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_1p5_600SL14000	0.015265	0.2585055	1
604090	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_2p5_100SL600	0.71253	0.04218412	1
604091	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_2p5_600SL14000	0.095971	0.2256164	1
604092	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_3p5_100SL600	1.7911	0.04757021	1
604093	PhH7EG_NLO_LQ_S43_DYSP_lam22_1500_3p5_600SL14000	0.33822	0.2119094	1
604094	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_0p5_100SL600	0.010715	0.02733382	1
604095	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_0p5_600SL14000	0.00027502	0.2366254	1
604096	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_1p5_100SL600	0.10545	0.03039214	1
604097	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_1p5_600SL14000	0.0062759	0.2218641	1
604098	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_2p5_100SL600	0.33901	0.03590262	1
604099	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_2p5_600SL14000	0.03806	0.2135327	1
604100	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_3p5_100SL600	0.77674	0.04091326	1
604101	PhH7EG_NLO_LQ_S43_DYSP_lam22_2000_3p5_600SL14000	0.13187	0.2073368	1
604102	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_0p5_100SL600	0.0068493	0.0269896	1
604103	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_0p5_600SL14000	0.00016406	0.2019549	1
604104	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_1p5_100SL600	0.065122	0.02893882	1
604105	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_1p5_600SL14000	0.0032009	0.2056702	1
604106	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_2p5_100SL600	0.19852	0.03277611	1
604107	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_2p5_600SL14000	0.018261	0.2080624	1
604108	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_3p5_100SL600	0.42921	0.03706899	1
604109	PhH7EG_NLO_LQ_S43_DYSP_lam22_2500_3p5_600SL14000	0.061508	0.2083955	1
604110	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_0p5_100SL600	0.0047466	0.02674218	1
604111	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_0p5_600SL14000	0.00011028	0.1903385	1
604112	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_1p5_100SL600	0.044358	0.02815569	1
604113	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_1p5_600SL14000	0.0018741	0.1996828	1
604114	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_2p5_100SL600	0.13095	0.0306369	1
604115	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_2p5_600SL14000	0.010001	0.205283	1
604116	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_3p5_100SL600	0.27221	0.03427783	1
604117	PhH7EG_NLO_LQ_S43_DYSP_lam22_3000_3p5_600SL14000	0.032682	0.2073445	1
604118	PhH7EG_NLO_LQ_S43_DYSP_lam22_4000_1p5_100SL600	0.0245	0.02739085	1
604119	PhH7EG_NLO_LQ_S43_DYSP_lam22_4000_1p5_600SL14000	0.00083894	0.1936792	1
604120	PhH7EG_NLO_LQ_S43_DYSP_lam22_4000_2p5_100SL600	0.069912	0.02915492	1
604121	PhH7EG_NLO_LQ_S43_DYSP_lam22_4000_2p5_600SL14000	0.0039366	0.2010678	1
604122	PhH7EG_NLO_LQ_S43_DYSP_lam22_4000_3p5_100SL600	0.13886	0.0310724	1
604123	PhH7EG_NLO_LQ_S43_DYSP_lam22_4000_3p5_600SL14000	0.012055	0.2052208	1
604124	PhH7EG_NLO_LQ_S43_DYSP_lam22_5000_2p5_100SL600	0.043701	0.02803186	1
604125	PhH7EG_NLO_LQ_S43_DYSP_lam22_5000_2p5_600SL14000	0.0019689	0.1978558	1
604126	PhH7EG_NLO_LQ_S43_DYSP_lam22_5000_3p5_100SL600	0.084758	0.02945117	1
604127	PhH7EG_NLO_LQ_S43_DYSP_lam22_5000_3p5_600SL14000	0.0056464	0.2027888	1
604128	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_0p5_100SL600	0.0085148	0.088364	1
604129	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_0p5_600SL14000	0.00045186	0.7482582	1
604130	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_1p5_100SL600	0.10279	0.09431515	1
604131	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_1p5_600SL14000	0.0088592	0.5447017	1
604132	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_2p5_100SL600	0.42384	0.09836965	1
604133	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_2p5_600SL14000	0.04863	0.4292583	1
604134	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_3p5_100SL600	1.2022	0.100022	1
604135	PhH7EG_NLO_LQ_S43_DYSP_lam31_1000_3p5_600SL14000	0.16309	0.3777571	1
604136	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_0p5_100SL600	0.0035952	0.04911392	1
604137	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_0p5_600SL14000	8.74E-05	0.4811238	1
604138	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_1p5_100SL600	0.037519	0.05908997	1
604139	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_1p5_600SL14000	0.0022035	0.4188088	1
604140	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_2p5_100SL600	0.1314	0.06997532	1
604141	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_2p5_600SL14000	0.013256	0.3709335	1
604142	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_3p5_100SL600	0.32713	0.07960218	1
604143	PhH7EG_NLO_LQ_S43_DYSP_lam31_1500_3p5_600SL14000	0.045893	0.3515139	1
604144	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_0p5_100SL600	0.0020012	0.04675398	1
604145	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_0p5_600SL14000	3.97E-05	0.3871715	1
604146	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_1p5_100SL600	0.019643	0.0514619	1
604147	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_1p5_600SL14000	0.00084696	0.3551967	1
604148	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_2p5_100SL600	0.062625	0.05992495	1
604149	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_2p5_600SL14000	0.0050378	0.3461664	1
604150	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_3p5_100SL600	0.14222	0.06918166	1
604151	PhH7EG_NLO_LQ_S43_DYSP_lam31_2000_3p5_600SL14000	0.017263	0.3382366	1
604152	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_0p5_100SL600	0.0012776	0.04575695	1
604153	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_0p5_600SL14000	2.26E-05	0.3302908	1
604154	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_1p5_100SL600	0.012152	0.04863148	1
604155	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_1p5_600SL14000	0.00042219	0.332895	1
604156	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_2p5_100SL600	0.036797	0.0549138	1
604157	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_2p5_600SL14000	0.0023674	0.3339622	1
604158	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_3p5_100SL600	0.078929	0.06194203	1
604159	PhH7EG_NLO_LQ_S43_DYSP_lam31_2500_3p5_600SL14000	0.0079174	0.333934	1
604160	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_0p5_100SL600	0.00088702	0.04585869	1
604161	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_0p5_600SL14000	1.50E-05	0.3113273	1
604162	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_1p5_100SL600	0.0082692	0.04800883	1
604163	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_1p5_600SL14000	0.00024613	0.3230274	1
604164	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_2p5_100SL600	0.024309	0.051779	1
604165	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_2p5_600SL14000	0.0012837	0.331435	1
604166	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_3p5_100SL600	0.049987	0.05795514	1
604167	PhH7EG_NLO_LQ_S43_DYSP_lam31_3000_3p5_600SL14000	0.0041534	0.3326833	1
604168	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_0p5_100SL600	0.00065118	0.0452067	1
604169	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_0p5_600SL14000	1.08E-05	0.3061583	1
604170	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_1p5_100SL600	0.0060077	0.04711606	1
604171	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_1p5_600SL14000	0.00015868	0.3184678	1
604172	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_2p5_100SL600	0.017346	0.04976154	1
604173	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_2p5_600SL14000	0.00077367	0.3266074	1
604174	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_3p5_100SL600	0.034804	0.05479363	1
604175	PhH7EG_NLO_LQ_S43_DYSP_lam31_3500_3p5_600SL14000	0.0024112	0.331539	1
604176	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_0p5_100SL600	0.0085151	0.08763803	1
604177	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_0p5_600SL14000	0.00045195	0.7374437	1
604178	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_1p5_100SL600	0.10278	0.0930976	1
604179	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_1p5_600SL14000	0.0088615	0.5282742	1
604180	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_2p5_100SL600	0.42379	0.09665223	1
604181	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_2p5_600SL14000	0.048633	0.4108008	1
604182	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_3p5_100SL600	1.2022	0.09757343	1
604183	PhH7EG_NLO_LQ_S43_DYSP_lam32_1000_3p5_600SL14000	0.16311	0.3544688	1
604184	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_0p5_100SL600	0.0035951	0.0487087	1
604185	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_0p5_600SL14000	8.74E-05	0.4654991	1
604186	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_1p5_100SL600	0.037518	0.05824604	1
604187	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_1p5_600SL14000	0.0022037	0.3982031	1
604188	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_2p5_100SL600	0.13143	0.06867674	1
604189	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_2p5_600SL14000	0.013255	0.3502345	1
604190	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_3p5_100SL600	0.32729	0.07823254	1
604191	PhH7EG_NLO_LQ_S43_DYSP_lam32_1500_3p5_600SL14000	0.045874	0.3274546	1
604192	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_0p5_100SL600	0.0020012	0.04609009	1
604193	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_0p5_600SL14000	3.97E-05	0.3674638	1
604194	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_1p5_100SL600	0.019642	0.05095122	1
604195	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_1p5_600SL14000	0.00084645	0.3327816	1
604196	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_2p5_100SL600	0.062636	0.05941327	1
604197	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_2p5_600SL14000	0.0050358	0.321431	1
604198	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_3p5_100SL600	0.14225	0.06759933	1
604199	PhH7EG_NLO_LQ_S43_DYSP_lam32_2000_3p5_600SL14000	0.017263	0.3133376	1
604200	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_0p5_100SL600	0.0012775	0.04521661	1
604201	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_0p5_600SL14000	2.26E-05	0.3045036	1
604202	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_1p5_100SL600	0.012165	0.04839351	1
604203	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_1p5_600SL14000	0.00042219	0.3095627	1
604204	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_2p5_100SL600	0.036792	0.05407005	1
604205	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_2p5_600SL14000	0.0023636	0.3111689	1
604206	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_3p5_100SL600	0.078909	0.0603467	1
604207	PhH7EG_NLO_LQ_S43_DYSP_lam32_2500_3p5_600SL14000	0.0079058	0.3116876	1
604208	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_0p5_100SL600	0.00088695	0.04510228	1
604209	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_0p5_600SL14000	1.50E-05	0.2878953	1
604210	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_1p5_100SL600	0.0082696	0.04745709	1
604211	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_1p5_600SL14000	0.00024601	0.2992274	1
604212	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_2p5_100SL600	0.024311	0.05112055	1
604213	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_2p5_600SL14000	0.0012829	0.3071542	1
604214	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_3p5_100SL600	0.050053	0.05622286	1
604215	PhH7EG_NLO_LQ_S43_DYSP_lam32_3000_3p5_600SL14000	0.0041535	0.3082138	1
604216	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_0p5_100SL600	0.00065128	0.04514099	1
604217	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_0p5_600SL14000	1.08E-05	0.2827184	1
604218	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_1p5_100SL600	0.0060071	0.04671765	1
604219	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_1p5_600SL14000	0.00015866	0.2950755	1
604220	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_2p5_100SL600	0.017349	0.04948566	1
