"DSName","DSID","PhysicsShort","CoMEnergy","XSec","FiltEff","kFactor","Events","GenEvents","GenName","GenTune","PDF","Keywords","PhysComment","Release","Generator","Filters","JobOptions"
"mc15_13TeV.700447.Sh_2211_Wmunu_mW_120_ECMS_CFilterBVeto.evgen.EVNT.e8351","700447","Sh_2211_Wmunu_mW_120_ECMS_CFilterBVeto","13000.0","71895.0","0.14796","1.0","10000000","14000000","Sherpa","NULL","NULL","sm, w, muon, jets, nlo, Specialised","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4,5j@LO & mW>120 GeV with c-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700447/mc.Sh_2211_Wmunu_mW_120_ECMS_CFilterBVeto.py"">link</a>"
"mc15_13TeV.700448.Sh_2211_Wmunu_mW_120_ECMS_CVetoBVeto.evgen.EVNT.e8351","700448","Sh_2211_Wmunu_mW_120_ECMS_CVetoBVeto","13000.0","71.897","0.8760867","1.0","10000000","128800000","Sherpa","NULL","NULL","sm, w, muon, jets, nlo, Specialised","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4,5j@LO & mW>120 GeV with light-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700448/mc.Sh_2211_Wmunu_mW_120_ECMS_CVetoBVeto.py"">link</a>"
"mc15_13TeV.700449.Sh_2211_Wtaunu_mW_120_ECMS_BFilter.evgen.EVNT.e8351","700449","Sh_2211_Wtaunu_mW_120_ECMS_BFilter","13000.0","71633.0","0.012641","1.0","520000","520000","Sherpa","NULL","NULL","sm, w, tau, jets, nlo, Specialised","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO & mW>120 GeV with b-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700449/mc.Sh_2211_Wtaunu_mW_120_ECMS_BFilter.py"">link</a>"
"mc15_13TeV.700450.Sh_2211_Wtaunu_mW_120_ECMS_CFilterBVeto.evgen.EVNT.e8351","700450","Sh_2211_Wtaunu_mW_120_ECMS_CFilterBVeto","13000.0","71633.0","0.14663","1.0","2600000","2600000","Sherpa","NULL","NULL","sm, w, tau, jets, nlo, Specialised","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO & mW>120 GeV with c-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700450/mc.Sh_2211_Wtaunu_mW_120_ECMS_CFilterBVeto.py"">link</a>"
"mc15_13TeV.700451.Sh_2211_Wtaunu_mW_120_ECMS_CVetoBVeto.evgen.EVNT.e8351","700451","Sh_2211_Wtaunu_mW_120_ECMS_CVetoBVeto","13000.0","71.632","0.8693167","1.0","10000000","38990000","Sherpa","NULL","NULL","sm, w, tau, jets, nlo, Specialised","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4,5j@LO & mW>120 GeV with light-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700451/mc.Sh_2211_Wtaunu_mW_120_ECMS_CVetoBVeto.py"">link</a>"
"mc15_13TeV.700452.Sh_2211_Zee_mZ_120_ECMS_BFilter.evgen.EVNT.e8351","700452","Sh_2211_Zee_mZ_120_ECMS_BFilter","13000.0","23.102","0.9056819","1.0","5860000","126000000","Sherpa","NULL","NULL","sm, z, 2electron, jets, nlo, Specialised","Sherpa Z -> ee + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with b-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700452/mc.Sh_2211_Zee_mZ_120_ECMS_BFilter.py"">link</a>"
"mc15_13TeV.700453.Sh_2211_Zee_mZ_120_ECMS_CFilterBVeto.evgen.EVNT.e8351","700453","Sh_2211_Zee_mZ_120_ECMS_CFilterBVeto","13000.0","23100.0","0.13553","1.0","10000000","16000000","Sherpa","NULL","NULL","sm, z, 2electron, jets, nlo, Specialised","Sherpa Z -> ee + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with c-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700453/mc.Sh_2211_Zee_mZ_120_ECMS_CFilterBVeto.py"">link</a>"
"mc15_13TeV.700454.Sh_2211_Zee_mZ_120_ECMS_CVetoBVeto.evgen.EVNT.e8351","700454","Sh_2211_Zee_mZ_120_ECMS_CVetoBVeto","13000.0","23.099999999999998","0.8398728","1.0","5430000","128800000","Sherpa","NULL","NULL","sm, z, 2electron, jets, nlo, Specialised","Sherpa Z -> ee + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with light-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700454/mc.Sh_2211_Zee_mZ_120_ECMS_CVetoBVeto.py"">link</a>"
"mc15_13TeV.700455.Sh_2211_Zmumu_mZ_120_ECMS_BFilter.evgen.EVNT.e8351","700455","Sh_2211_Zmumu_mZ_120_ECMS_BFilter","13000.0","23101.0","0.024072","1.0","3000000","3000000","Sherpa","NULL","NULL","sm, z, 2muon, jets, nlo, Specialised","Sherpa Z -> mu mu + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with b-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700455/mc.Sh_2211_Zmumu_mZ_120_ECMS_BFilter.py"">link</a>"
"mc15_13TeV.700456.Sh_2211_Zmumu_mZ_120_ECMS_CFilterBVeto.evgen.EVNT.e8351","700456","Sh_2211_Zmumu_mZ_120_ECMS_CFilterBVeto","13000.0","23101.0","0.13586","1.0","10000000","16000000","Sherpa","NULL","NULL","sm, z, 2muon, jets, nlo, Specialised","Sherpa Z -> mu mu + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with c-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700456/mc.Sh_2211_Zmumu_mZ_120_ECMS_CFilterBVeto.py"">link</a>"
"mc15_13TeV.700457.Sh_2211_Zmumu_mZ_120_ECMS_CVetoBVeto.evgen.EVNT.e8351","700457","Sh_2211_Zmumu_mZ_120_ECMS_CVetoBVeto","13000.0","23.101","0.8672998","1.0","5610000","128796000","Sherpa","NULL","NULL","sm, z, 2muon, jets, nlo, Specialised","Sherpa Z -> mu mu + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with light-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700457/mc.Sh_2211_Zmumu_mZ_120_ECMS_CVetoBVeto.py"">link</a>"
"mc15_13TeV.700458.Sh_2211_Ztautau_mZ_120_ECMS_BFilter.evgen.EVNT.e8351","700458","Sh_2211_Ztautau_mZ_120_ECMS_BFilter","13000.0","23113.0","0.024418","1.0","930000","930000","Sherpa","NULL","NULL","sm, z, 2tau, jets, nlo, Specialised","Sherpa Z -> tau tau + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with b-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700458/mc.Sh_2211_Ztautau_mZ_120_ECMS_BFilter.py"">link</a>"
"mc15_13TeV.700460.Sh_2211_Ztautau_mZ_120_ECMS_CVetoBVeto.evgen.EVNT.e8351","700460","Sh_2211_Ztautau_mZ_120_ECMS_CVetoBVeto","13000.0","23.113000000000003","0.8690897","1.0","5620000","38990000","Sherpa","NULL","NULL","sm, z, 2tau, jets, nlo, Specialised","Sherpa Z -> tau tau + 0,1,2j@NLO + 3,4,5j@LO & mZ>120 GeV with light-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.70","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700460/mc.Sh_2211_Ztautau_mZ_120_ECMS_CVetoBVeto.py"">link</a>"
"mc15_13TeV.700892.Sh_2214_Ztautau_mZ_105_ECMS_BFilter.evgen.EVNT.e8536","700892","Sh_2214_Ztautau_mZ_105_ECMS_BFilter","13000.0","53.051","0.02523037","1.0","370000","4750000","Sherpa","NULL","NULL","sm, z, 2tau, jets, nlo, Specialised","Sherpa Z -> tau tau + 0,1,2j@NLO + 3,4,5j@LO & mZ>105 GeV with b-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.104","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700892/mc.Sh_2214_Ztautau_mZ_105_ECMS_BFilter.py"">link</a>"
"mc15_13TeV.700893.Sh_2214_Ztautau_mZ_105_ECMS_CFilterBVeto.evgen.EVNT.e8536","700893","Sh_2214_Ztautau_mZ_105_ECMS_CFilterBVeto","13000.0","53.052","0.133338","1.0","1980000","24930000","Sherpa","NULL","NULL","sm, z, 2tau, jets, nlo, Specialised","Sherpa Z -> tau tau + 0,1,2j@NLO + 3,4,5j@LO & mZ>105 GeV with c-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.104","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700893/mc.Sh_2214_Ztautau_mZ_105_ECMS_CFilterBVeto.py"">link</a>"
"mc15_13TeV.700894.Sh_2214_Ztautau_mZ_105_ECMS_CVetoBVeto.evgen.EVNT.e8536","700894","Sh_2214_Ztautau_mZ_105_ECMS_CVetoBVeto","13000.0","53.052","0.8414277","1.0","10000000","124650000","Sherpa","NULL","NULL","sm, z, 2tau, jets, nlo, Specialised","Sherpa Z -> tau tau + 0,1,2j@NLO + 3,4,5j@LO & mZ>105 GeV with light-jet filter taking input from existing unfiltered input file.","AthGeneration_21.6.104","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/700xxx/700894/mc.Sh_2214_Ztautau_mZ_105_ECMS_CVetoBVeto.py"">link</a>"
"mc15_13TeV.701185.Sh_2214_llll_m4l100_300_filt100_170.evgen.EVNT.e8547","701185","Sh_2214_llll_m4l100_300_filt100_170","13000.0","0.34611000000000003","0.1523586","1.0","10000","27693700","Sherpa(v.2.2.14)","NNPDF3.0 NNLO","LHA[NNPDF30_nnlo_as_0118_hessian]","4lepton, jets, sm, diboson, nlo, Specialised","4 charged leptons with 0,1j@NLO + 2,3j@LO and mll>4GeV, pTl1>5 GeV, pTl2>5 GeV.","AthGeneration_23.6.16","","FourLeptonInvMassFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/701xxx/701185/mc.Sh_2214_llll_m4l100_300_filt100_170.py"">link</a>"
"mc15_13TeV.701190.Sh_2214_llll_m4l300.evgen.EVNT.e8547","701190","Sh_2214_llll_m4l300","13000.0","0.058607000000000006","1.0","1.0","20000","18116400","Sherpa(v.2.2.14)","NNPDF3.0 NNLO","LHA[NNPDF30_nnlo_as_0118_hessian]","jets, 4lepton, diboson, sm, nlo, Specialised","4 charged leptons with 0,1j@NLO + 2,3j@LO and mll>2*ml+250 MeV, pTl1>5 GeV, pTl2>5 GeV and m4l>300 GeV.","AthGeneration_23.6.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/701xxx/701190/mc.Sh_2214_llll_m4l300.py"">link</a>"
"mc15_13TeV.701195.Sh_2214_lllljj_VBFapprox.evgen.EVNT.e8547","701195","Sh_2214_lllljj_VBFapprox","13000.0","0.0064542","1.0","1.0","10000","977420","Sherpa(v.2.2.14)","NNPDF3.0 NNLO","LHA[NNPDF30_nnlo_as_0118_hessian]","sm, vbs, 4lepton, diboson, Specialised","Electroweak lllljj+0,1j@LO with a t-channel requirement to suppress triboson final states.","AthGeneration_23.6.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/701xxx/701195/mc.Sh_2214_lllljj_VBFapprox.py"">link</a>"
"mc15_13TeV.701200.Sh_2214_lllvjj_VBFapprox.evgen.EVNT.e8547","701200","Sh_2214_lllvjj_VBFapprox","13000.0","0.025719","1.0","1.0","10000","1371380","Sherpa(v.2.2.14)","NNPDF3.0 NNLO","LHA[NNPDF30_nnlo_as_0118_hessian]","sm, diboson, 3lepton, vbs, Specialised","Electroweak lllvjj+0,1j@LO with a t-channel requirement to suppress triboson final states.","AthGeneration_23.6.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/701xxx/701200/mc.Sh_2214_lllvjj_VBFapprox.py"">link</a>"
"mc15_13TeV.701205.Sh_2214_llvvjj_os_VBFapprox.evgen.EVNT.e8547","701205","Sh_2214_llvvjj_os_VBFapprox","13000.0","0.13554","1.0","1.0","40000","993000","Sherpa(v.2.2.14)","NNPDF3.0 NNLO","LHA[NNPDF30_nnlo_as_0118_hessian]","vbs, diboson, sm, 2lepton, Specialised","Electroweak opposite-sign llvvjj+0,1j@LO with a t-channel requirement to suppress triboson final states.","AthGeneration_23.6.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/701xxx/701205/mc.Sh_2214_llvvjj_os_VBFapprox.py"">link</a>"
"mc15_13TeV.701210.Sh_2214_llvvjj_ss_VBFapprox.evgen.EVNT.e8547","701210","Sh_2214_llvvjj_ss_VBFapprox","13000.0","0.0253","1.0","1.0","10000","1000000","Sherpa(v.2.2.14)","NNPDF3.0 NNLO","LHA[NNPDF30_nnlo_as_0118_hessian]","diboson, sm, jets, 2lepton, vbs, Specialised","Electroweak same-sign llvvjj + 0,1j@LO with a t-channel requirement to suppress triboson final states.","AthGeneration_23.6.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/701xxx/701210/mc.Sh_2214_llvvjj_ss_VBFapprox.py"">link</a>"
"mc15_13TeV.800028.Py8EG_A3NNPDF23LO_minbias_inelastic_low.evgen.EVNT.e7793","800028","Py8EG_A3NNPDF23LO_minbias_inelastic_low","13000.0","78050000000.0","0.9973626","1.0","5000000","5000000","Pythia8(v.243p4)+EvtGen(v.1.7.0)","A3 NNPDF23LO","NULL","qcd, minbias, sm, Specialised","Low-pT inelastic minimum bias events for pile-up, with the A3 NNPDF23LO tune and EvtGen","AthGeneration_21.6.12","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/800xxx/800028/mc.Py8EG_A3NNPDF23LO_minbias_inelastic_low.py"">link</a>"
"mc15_13TeV.800029.Py8EG_A3NNPDF23LO_minbias_inelastic_high.evgen.EVNT.e7793","800029","Py8EG_A3NNPDF23LO_minbias_inelastic_high","13000.0","78050000000.0","0.002631244","1.0","50000","50000","Pythia8(v.243p4)+EvtGen(v.1.7.0)","A3 NNPDF23LO","NULL","qcd, minbias, sm, Specialised","High-pT inelastic minimum bias events for pile-up, with the A3 NNPDF23LO tune and EvtGen","AthGeneration_21.6.12","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/800xxx/800029/mc.Py8EG_A3NNPDF23LO_minbias_inelastic_high.py"">link</a>"
"mc15_13TeV.800031.Py8EG_A14N23LO_jetjet_JZ3WithSW_mufilt.evgen.EVNT.e7876","800031","Py8EG_A14N23LO_jetjet_JZ3WithSW_mufilt","13000.0","26455000.0","0.0004796714","1.0","10000000","13908000","Pythia8(v.243p4)+EvtGen(v.1.7.0)","A14 NNPDF23LO","NULL","qcd, jets, sm, Specialised","Dijet truth jet slice JZ3, with the A14 NNPDF23 LO tune, mu-filtered","AthGeneration_21.6.14","","MuonFilter, QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/800xxx/800031/mc.Py8EG_A14N23LO_jetjet_JZ3WithSW_mufilt.py"">link</a>"
"mc15_13TeV.800032.Py8EG_A14N23LO_jetjet_JZ4WithSW_mufilt.evgen.EVNT.e7876","800032","Py8EG_A14N23LO_jetjet_JZ4WithSW_mufilt","13000.0","254620.0","0.0008345152","1.0","10000000","30774000","Pythia8(v.243p4)+EvtGen(v.1.7.0)","A14 NNPDF23LO","NULL","qcd, jets, sm, Specialised","Dijet truth jet slice JZ4, with the A14 NNPDF23 LO tune, mu-filtered","AthGeneration_21.6.14","","MuonFilter, QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/800xxx/800032/mc.Py8EG_A14N23LO_jetjet_JZ4WithSW_mufilt.py"">link</a>"
"mc15_13TeV.800033.Py8EG_A14N23LO_jetjet_JZ5WithSW_mufilt.evgen.EVNT.e7876","800033","Py8EG_A14N23LO_jetjet_JZ5WithSW_mufilt","13000.0","4553.4","0.001096195","1.0","1400000","7936000","Pythia8(v.243p4)+EvtGen(v.1.7.0)","A14 NNPDF23LO","NULL","qcd, jets, sm, Specialised","Dijet truth jet slice JZ5, with the A14 NNPDF23 LO tune, mu-filtered","AthGeneration_21.6.14","","MuonFilter, QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/800xxx/800033/mc.Py8EG_A14N23LO_jetjet_JZ5WithSW_mufilt.py"">link</a>"
"mc15_13TeV.800034.Py8EG_A14N23LO_jetjet_JZ6WithSW_mufilt.evgen.EVNT.e7876","800034","Py8EG_A14N23LO_jetjet_JZ6WithSW_mufilt","13000.0","257.53","0.0007668377","1.0","60000","3907000","Pythia8(v.243p4)+EvtGen(v.1.7.0)","A14 NNPDF23LO","NULL","qcd, jets, sm, Specialised","Dijet truth jet slice JZ6, with the A14 NNPDF23 LO tune, mu-filtered","AthGeneration_21.6.14","","MuonFilter, QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/800xxx/800034/mc.Py8EG_A14N23LO_jetjet_JZ6WithSW_mufilt.py"">link</a>"
"mc15_13TeV.800035.Py8EG_A14N23LO_jetjet_JZ7WithSW_mufilt.evgen.EVNT.e7876","800035","Py8EG_A14N23LO_jetjet_JZ7WithSW_mufilt","13000.0","16.214","0.0009068687","1.0","10000","3816000","Pythia8(v.243p4)+EvtGen(v.1.7.0)","A14 NNPDF23LO","NULL","qcd, jets, sm, Specialised","Dijet truth jet slice JZ7, with the A14 NNPDF23 LO tune, mu-filtered","AthGeneration_21.6.14","","MuonFilter, QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/800xxx/800035/mc.Py8EG_A14N23LO_jetjet_JZ7WithSW_mufilt.py"">link</a>"
"mc15_13TeV.802380.Py8EG_Toponium_2L.evgen.EVNT.e8562","802380","Py8EG_Toponium_2L","13000.0","0.58761","1.0","1.0","160000","37000000","MadGraph(v.3.5.1.atlas3)+Pythia8(v.308)+EvtGen(v.2.1.1)","A14 NNPDF23LO","NULL","sm, top, Specialised","Toponium production with 2L, showering only, m_t = 173 GeV","AthGeneration_23.6.26","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/802xxx/802380/mc.Py8EG_Toponium_2L.py"">link</a>"
"mc15_13TeV.802381.Py8EG_Toponium_Singlet_2L.evgen.EVNT.e8562","802381","Py8EG_Toponium_Singlet_2L","13000.0","0.07003799999999999","1.0","1.0","20000","37000000","MadGraph(v.3.5.1.atlas3)+Pythia8(v.308)+EvtGen(v.2.1.1)","A14 NNPDF23LO","NULL","top, sm, Specialised","Toponium production with 2L, singlet part, showering only, m_t = 173 GeV","AthGeneration_23.6.26","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/802xxx/802381/mc.Py8EG_Toponium_Singlet_2L.py"">link</a>"
"mc15_13TeV.950787.PhPy8EG_VINCIA_tt_hdamp258p75_nonallhad_valid.evgen.EVNT.e8577","950787","PhPy8EG_VINCIA_tt_hdamp258p75_nonallhad_valid","13000.0","730.15","0.5438082","1.142094090255427","10000000","10000000","Powheg(v.06-04)+Pythia8(v.312)+EvtGen(v.2.2.1)","A14 NNPDF23LO","NULL","lepton, sm, ttbar, top, Specialised","POWHEG+Pythia8 ttbar production with Powheg hdamp equal 1.5*top mass, A14 tune, at least one lepton filter, ME NNPDF30 NLO, VINCIA shower, DSID 410450 LHE files with Shower Weights added","AthGeneration_23.6.33","","TTbarWToLeptonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/950xxx/950787/mc.PhPy8EG_VINCIA_tt_hdamp258p75_nonallhad_valid.py"">link</a>"
"mc23_13p6TeV.526106.aMCPy8EG_tllFCNC_lqM_ctmumu.evgen.EVNT.e8557","526106","aMCPy8EG_tllFCNC_lqM_ctmumu","13600.0","0.0021589","1.0","1.0","10000","2880000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","fcnc, top, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526106/mc.aMCPy8EG_tllFCNC_lqM_ctmumu.py"">link</a>"
"mc23_13p6TeV.526107.aMCPy8EG_tllFCNC_lqM_utmumu.evgen.EVNT.e8557","526107","aMCPy8EG_tllFCNC_lqM_utmumu","13600.0","0.033387","1.0","1.0","10000","2990000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","fcnc, top, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526107/mc.aMCPy8EG_tllFCNC_lqM_utmumu.py"">link</a>"
"mc23_13p6TeV.526108.aMCPy8EG_tllFCNC_lqM_ctee.evgen.EVNT.e8557","526108","aMCPy8EG_tllFCNC_lqM_ctee","13600.0","0.002159","1.0","1.0","10000","2980000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","top, fcnc, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526108/mc.aMCPy8EG_tllFCNC_lqM_ctee.py"">link</a>"
"mc23_13p6TeV.526109.aMCPy8EG_tllFCNC_lqM_utee.evgen.EVNT.e8557","526109","aMCPy8EG_tllFCNC_lqM_utee","13600.0","0.033389","1.0","1.0","10000","2970000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","top, fcnc, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526109/mc.aMCPy8EG_tllFCNC_lqM_utee.py"">link</a>"
"mc23_13p6TeV.526110.aMCPy8EG_tllFCNC_lequ3LH_ctmumu.evgen.EVNT.e8557","526110","aMCPy8EG_tllFCNC_lequ3LH_ctmumu","13600.0","0.021161","1.0","1.0","10000","2925000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","fcnc, top, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526110/mc.aMCPy8EG_tllFCNC_lequ3LH_ctmumu.py"">link</a>"
"mc23_13p6TeV.526111.aMCPy8EG_tllFCNC_lequ3LH_utmumu.evgen.EVNT.e8557","526111","aMCPy8EG_tllFCNC_lequ3LH_utmumu","13600.0","0.2922","1.0","1.0","100000","2985000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","top, fcnc, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526111/mc.aMCPy8EG_tllFCNC_lequ3LH_utmumu.py"">link</a>"
"mc23_13p6TeV.526112.aMCPy8EG_tllFCNC_lequ3LH_ctee.evgen.EVNT.e8557","526112","aMCPy8EG_tllFCNC_lequ3LH_ctee","13600.0","0.021163","1.0","1.0","10000","2985000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","top, fcnc, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526112/mc.aMCPy8EG_tllFCNC_lequ3LH_ctee.py"">link</a>"
"mc23_13p6TeV.526113.aMCPy8EG_tllFCNC_lequ3LH_utee.evgen.EVNT.e8557","526113","aMCPy8EG_tllFCNC_lequ3LH_utee","13600.0","0.2922","1.0","1.0","100000","2985000","aMcAtNlo+Pythia8(v.309)","A14 NNPDF23LO","NULL","top, fcnc, Specialised","aMcAtNlo tll and shower with Pythia","AthGeneration_23.6.22","Pythia 8.309","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/526xxx/526113/mc.aMCPy8EG_tllFCNC_lequ3LH_utee.py"">link</a>"
"mc23_13p6TeV.545790.aMCPy8EG_NNPDF30NLO_A14N23LO_ttee_4lfilt.evgen.EVNT.e8551","545790","aMCPy8EG_NNPDF30NLO_A14N23LO_ttee_4lfilt","13600.0","0.041357","0.05233352","1.0","10000","1000000","aMcAtNlo+Pythia8(v.308)+EvtGen(v.2.1.1)","A14 NNPDF23LO","NULL","ttz, sm, Specialised","aMcAtNlo_ttee_NLO","AthGeneration_23.6.19","Pythia 8.308","FourLeptonMassFilter, MultiLeptonFilter, FourLeptonInvMassFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/mcjoboptions/-/blob/master/545xxx/545790/mc.aMCPy8EG_NNPDF30NLO_A14N23LO_ttee_4lfilt.py"">link</a>"
